keys,en,mi,es,de,ru,ja,ar,hi
Reset to default (no OSC),Reset to default (no OSC),Tautuhi anō (kāore he OSC),Restablecer (sin OSC),Auf Standard (kein OSC),Сбросить (без OSC),既定に戻す（OSC なし）,إعادة إلى الافتراضي (بدون OSC),डिफ़ॉल्ट (कोई OSC नहीं)
Reset to default ({0}),Reset to default ({0}),Tautuhi anō ({0}),Restablecer ({0}),Auf Standard zurücksetzen ({0}),Сбросить к умолчанию ({0}),既定に戻す ({0}),إعادة إلى الافتراضي ({0}),डिफ़ॉल्ट पर रीसेट ({0})
Reset to default background colour,Reset to default background colour,Reset to default background colour,Reset to default background colour,Reset to default background colour,Reset to default background colour,Reset to default background colour,Reset to default background colour,Reset to default background colour
Reset to default: 0.0dB,Reset to default: 0.0dB,Tautuhi anō: 0.0dB,Restablecer: 0.0dB,Auf Standard: 0.0dB,Сбросить: 0.0 дБ,既定: 0.0dB,افتراضي: 0.0dB,डिफ़ॉल्ट: 0.0dB
Reset to default: 100%,Reset to default: 100%,Tautuhi anō: 100%,Restablecer: 100%,Auf Standard: 100%,Сбросить: 100%,既定: 100%,افتراضي: 100%,डिफ़ॉल्ट: 100%
Reset to default: Balanced,Reset to default: Balanced,Tautuhi anō: Ōrite,Restablecer: Equilibrado,Auf Standard: Ausgewogen,Сбросить: Сбалансировано,既定: バランス,افتراضي: متوازن,डिफ़ॉल्ट: संतुलित
Reset to default: black,Reset to default: black,Tautuhi anō: mangu,Restablecer: negro,Auf Standard: schwarz,Сбросить: чёрный,既定: 黒,افتراضي: أسود,डिफ़ॉल्ट: काला
Reset to default: Center,Reset to default: Center,Tautuhi anō: Waenga,Restablecer: Centro,Auf Standard: Mitte,Сбросить: Центр,既定: 中央,افتراضي: وسط,डिफ़ॉल्ट: केंद्र
Reset to default: First available layer,Reset to default: First available layer,Tautuhi anō: Paparanga wātea tuatahi,Restablecer: primera capa disponible,Auf Standard: Erste verfügbare Ebene,Сбросить: первый доступный слой,既定: 最初の利用可能レイヤー,افتراضي: أول طبقة متاحة,डिफ़ॉल्ट: पहली उपलब्ध परत
Reset to default: Full,Reset to default: Full,Tautuhi anō: Katoa,Restablecer: Completo,Auf Standard: Voll,Сбросить: Полный,既定: フル,افتراضي: كامل,डिफ़ॉल्ट: पूर्ण
Reset to default: Ignore Size,Reset to default: Ignore Size,Tautuhi anō: Waiho te rahi,Restablecer: Ignorar tamaño,Auf Standard: Größe ignorieren,Сбросить: Игнорировать размер,既定: サイズ無視,افتراضي: تجاهل الحجم,डिफ़ॉल्ट: आकार अनदेखा
Reset to default: Keep Aspect Centered,Reset to default: Keep Aspect Centered,"Tautuhi anō: Pupuri āhuahanga, waenga",Restablecer: Mantener aspecto centrado,Auf Standard: Seitenverhältnis zentriert,Сбросить: Пропорции по центру,既定: アスペクト維持・中央,افتراضي: النسبة مع التوسيط,डिफ़ॉल्ट: आस्पेक्ट केंद्रित
Reset to default: Prefer VSync,Reset to default: Prefer VSync,Tautuhi anō: Hiahia VSync,Restablecer: Preferir VSync,Auf Standard: VSync bevorzugen,Сбросить: предпочитать VSync,既定: VSync 優先,افتراضي: تفضيل VSync,डिफ़ॉल्ट: VSync प्राथमिकता
Reset to default: Preferred (Default Patch),Reset to default: Preferred (Default Patch),Tautuhi anō: Manakohia (Pātene taunoa),Restablecer: Preferido (parche predeterminado),Auf Standard: Bevorzugt (Standard-Patch),Сбросить: Предпочтительный (патч по умолчанию),既定: 推奨（デフォルトパッチ）,افتراضي: المفضّل (التصحيح الافتراضي),डिफ़ॉल्ट: पसंदीदा (डिफ़ॉल्ट पैच)
Reset to default: theme font,Reset to default: theme font,Tautuhi anō: momotuhi kaupapa,Restablecer: fuente del tema,Auf Standard: Theme-Schrift,Сбросить: шрифт темы,既定: テーマフォント,افتراضي: خط السمة,डिफ़ॉल्ट: थीम फ़ॉन्ट
Reset to default: Until stopped,Reset to default: Until stopped,Tautuhi anō: Kia tū rā anō,Restablecer: Hasta detener,Auf Standard: Bis gestoppt,Сбросить: Пока не остановят,既定: 停止するまで,افتراضي: حتى الإيقاف,डिफ़ॉल्ट: रुकने तक
Reset to default: Until stopped (images only),Reset to default: Until stopped (images only),Tautuhi anō: Kia tū rā anō (atahanga anake),Restablecer: Hasta detener (solo imágenes),Auf Standard: Bis gestoppt (nur Bilder),Сбросить: Пока не остановят (только изображения),既定: 停止するまで（画像のみ）,افتراضي: حتى الإيقاف (صور فقط),डिफ़ॉल्ट: रुकने तक (केवल छवियाँ)
Reset to default: white,Reset to default: white,Tautuhi anō: mā,Restablecer: blanco,Auf Standard: weiß,Сбросить: белый,既定: 白,افتراضي: أبيض,डिफ़ॉल्ट: सफ़ेद
Reset to factory default OSC path,Reset to factory default OSC path,Reset to factory default OSC path,Reset to factory default OSC path,Reset to factory default OSC path,Reset to factory default OSC path,Reset to factory default OSC path,Reset to factory default OSC path,Reset to factory default OSC path
Reset translate time to 0 (instant),Reset translate time to 0 (instant),Reset translate time to 0 (instant),Reset translate time to 0 (instant),Reset translate time to 0 (instant),Reset translate time to 0 (instant),Reset translate time to 0 (instant),Reset translate time to 0 (instant),Reset translate time to 0 (instant)
Reset User Data,Reset User Data,Tautuhi anō raraunga kaiwhakamahi,Restablecer datos de usuario,Benutzerdaten zurücksetzen,Сбросить данные пользователя,ユーザーデータをリセット,إعادة ضبط بيانات المستخدم,उपयोगकर्ता डेटा रीसेट
RESET_TO_DEFAULT,Reset to default,Tautuhi anō ki te taunoa,Restablecer predeterminado,Auf Standard,К умолчанию,既定に戻す,إلى الافتراضي,डिफ़ॉल्ट पर
Resolution: {0}x{1},Resolution: {0}x{1},Tātārītanga: {0}x{1},Resolución: {0}x{1},Auflösung: {0}x{1},Разрешение: {0}x{1},解像度: {0}x{1},الدقة: {0}×{1},रिज़ॉल्यूशन: {0}x{1}
resource,resource,rauemi,recurso,Ressource,ресурс,リソース,مورد,संसाधन
Resource in use,Resource in use,Kei te whakamahia te rauemi,Recurso en uso,Ressource in Verwendung,Ресурс используется,リソース使用中,المورد قيد الاستخدام,संसाधन उपयोग में
Resume,Resume,Haere anō,Reanudar,Fortsetzen,Продолжить,再開,استئناف,फिर से चलाएँ
Resume All,Resume All,Tīmata anō katoa,Reanudar todo,Alle fortsetzen,Продолжить все,すべて再開,استئناف الكل,सभी फिर चलाएँ
Resume.,Resume.,Resume.,Resume.,Resume.,Resume.,Resume.,Resume.,Resume.
Resumes all paused cues,Resumes all paused cues,Resumes all paused cues,Resumes all paused cues,Resumes all paused cues,Resumes all paused cues,Resumes all paused cues,Resumes all paused cues,Resumes all paused cues
Retry TCP connection,Retry TCP connection,Ngana anō i te hononga TCP,Reintentar conexión TCP,TCP-Verbindung erneut versuchen,Повторить TCP-подключение,TCP 接続を再試行,إعادة محاولة اتصال TCP,TCP कनेक्शन पुनः प्रयास
Reveal,Reveal,Whakaatu,Mostrar,Anzeigen,Показать,表示,إظهار,दिखाएँ
Routing Matrix,Routing Matrix,Mātiti arataki,Matriz de enrutado,Routing-Matrix,Матрица маршрутизации,ルーティングマトリクス,مصفوفة التوجيه,राउटिंग मैट्रिक्स
Run earlier (higher priority),Run earlier (higher priority),Whakahaere wawe (taumata teitei),Ejecutar antes (más prioridad),Früher ausführen (höhere Priorität),Запустить раньше (выше приоритет),より早く実行（優先度高）,تشغيل أبكر (أولوية أعلى),पहले चलाएँ (उच्च प्राथमिकता)
Run later (lower priority),Run later (lower priority),Whakahaere tōmuri (taumata iti),Ejecutar después (menos prioridad),Später ausführen (niedrigere Priorität),Запустить позже (ниже приоритет),より遅く実行（優先度低）,تشغيل لاحقاً (أولوية أقل),बाद में चलाएँ (निम्न प्राथमिकता)
Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.,Runtime mute of session master audio (not saved with the show). Same as Settings → Audio.
